Carimbo de data/hora,1) Qual o seu sexo?,2) Qual sua idade?,4) Qual o seu curso de graduação?,5) Em que ano você ingressou nesse curso?,6) Qual o período/ano você está matriculado?,7) Qual o turno do seu curso?,8) Você exerce atividade remunerada?,9) O que você poderia dizer sobre suas atuações na área da computação?,10) Quais motivos o levaram a escolher o curso?,"11) Agora que você está na graduação, quais motivos o fazem continuar?","12) Agora que você está na graduação, suas perspectivas com o conteúdo do curso mudaram?",13) Quantas horas por dia você se dedica aos estudos fora do horário de aula?,14) Você tem dificuldade de organizar seu tempo para os estudos?,15) Você costuma estudar pelos livros e outros materiais sugeridos pelo professor?,16) Como você classifica sua dedicação ao curso?,17) Quais são suas maiores dificuldades no curso? ,18) Quais das grandes áreas da computação você encontra/encontrou maior dificuldade?,19) Você acha seu curso difícil? ,20) Você tem dificuldade em  imaginar e implementar um algoritmo para solucionar um problema apresentado?,21) Você procura o professor fora do horário das aulas?,22) Quantas vezes você reprovou?,23) Você conseguiu ser aprovado em disciplinas que reprovou anteriormente?,24) Quais os principais motivos que contribuíram para sua reprovação? ,"25) Na sua opinião, por que é comum ocorrerem reprovações nos cursos de graduação em computação? ",26) Que sugestões você daria para diminuir as reprovações no curso?,27) Como a estrutura física da sua Instituição interfere no seu desempenho acadêmico?,28) Qual sua renda familiar média?,29) Qual o meio de transporte geralmente utilizado para se deslocar para a instituição?,30) Você possui algum tipo de bolsa-auxílio/financiamento estudantil que contribua para sua permanência no curso?,"31) Em seu ambiente residencial, você possui recursos (computador, internet, etc) para estudar/aplicar o conhecimento recebido no seu curso?",32) Você acredita que a sua formação pode transformar sua atual realidade sócio-econômica?,33) Você visualiza atualmente oportunidades de atuação profissional em sua área de formação?,34) Você acredita que a formação que está recebendo será um diferencial para o ingresso no mercado de trabalho?,"35)  No futuro, após você se formar, como você acredita que será o mercado de trabalho na sua área?",36) Você acha que o curso prepara os alunos adequadamente para o mercado de trabalho?,"37) Em algum momento durante seu curso de Computação, você pensou em desistir dos estudos?","38) Se você pudesse refazer sua opção de curso, escolheria  novamente o seu curso?",39) Você já sofreu ou vivenciou algum tipo de discriminação? Conte o que ocorreu.,40)  Qual a instituição  que você cursou no ensino médio?
7/9/2020 12:27:07,Masculino,20,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2018,3º período / 2º ano,Integral,Não,"Estou tentando uma vaga na área, mas não estou conseguindo.","Gosto de jogos, internet e computador, O curso é gratuito / consegui bolsa","Gosto de jogos, internet e computador, Emprego futuro, Gosto do Curso, Desafio / Motivação pessoal, O curso é gratuito / consegui bolsa",Razoavelmente,menos que 1 hora,Quase sempre,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,"Falta de contato entre professor e aluno para sanar dúvidas, Metodologias utilizadas pelos professores, Problemas familiares, pessoais ou falta de motivação","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Bastante,Razoavelmente,"Sim, algumas vezes",2,"Não, nenhuma","Falta de estudo, Trabalhos difíceis ou extensos, Motivos pessoais, Falta de frequência às aulas","Muito das vezes problemas pessoais de alunos são banalizados e simplesmente ignorados por professores que querem que nós se comportamos como robôs, sem ser dado se quer uma simples chance de recuperação.",Ser dado mais atenção para problemas que podem diminuir o rendimento do aluno.,Nenhuma,"De R$1000,00 a R$3000,00",Transporte público,Não,Sim,Sim,Não,Sim,Muito promissor,"Acredito certamente que sim, pois o curso é muito difícil, quem terminar ele é praticamente um herói.",Sim,Não,"Já sim, por professor, mas prefiro não citar nomes para não criar conflitos.",Público
7/9/2020 12:34:21,Feminino,23,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2017,6º período / 3º ano,Noturno,Sim,Trabalhei por algum tempo com os alunos da robótica e informática. E sou monitora de outros calouros surdos do Brasil,"Gosto de jogos, internet e computador, Emprego futuro, O curso é gratuito / consegui bolsa, Acredito que o curso é adequado ao meu perfil.","Experiência profissional, Gosto de jogos, internet e computador, Emprego futuro, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), Interação com os colegas do curso, Interação com os professores do curso, Gosto do Curso, Desafio / Motivação pessoal, O curso é gratuito / consegui bolsa, O curso é adequado ao meu perfil.",Bastante,Mais de 3 horas,Às vezes,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,"Tempo para estudar, Falta de contato entre professor e aluno para sanar dúvidas, Metodologias utilizadas pelos professores, Perceber a aplicabilidade dos conteúdos, Falta de abstração, acessibilidade/preconceitos/machistas",Nenhuma,Pouco,Razoavelmente,"Sim, sempre que tenho dúvidas",7,Algumas,"Dificuldade para entender as explicações do professor, Trabalhos difíceis ou extensos, Provas abstratas, Avaliações incompatíveis com a matéria dada, Motivos pessoais, insegurança de alguns professores; falta de acessibilidade/adaptação; falta de mais tempos para estudar","Eu nunca imagino que seria comum reprovar, porém se a pessoa realmente se satifaz querer estudar no curso desejado, pela grande oportunidade, se dedicar muito aos estudos, e até mesmo com atendimento com professores e monitoria, sem sofrer nenhum tipo de preconceito, sem dificuldade de entender o professor e isso não leva nenhuma reprovação. Muitas vezes as dificuldades não está em conteúdos das disciplinas, e sim nas grande dificuldade é ter que lidar da/com a pessoa.","Estudar mais no que estuda: atendimento de 1 à 2 horas com professor de cada disciplina que esteja estudando atualmente(fora do horário de aula), frequentar a monitoria, se organizar e manter em rotina e sem se cobrar demais. E sem fazer dos preconceitos para os seres humanos incríveis!",Não entendi bem e sobre qual pergunta que esteja respondendo...,"Até R$1000,00",Transporte público,Sim,Sim,Não saberia dizer,Sim,Sim,Promissor,,Sim,Sim,"Sim, muitos deles não estavam na minhas expectativas, mas todos os dias têm grande desafios a enfrentar e mesmo que seja no inesperado. Na minha expectativa diziam que depois que ingressar no ensino superior, fosse nunca mais sofresse nenhum tipo ou mais discriminações, orém sofri algumas sim e muitas delas durantes os meus três anos: bullying(por ser acadêmica surda), machista, assédio moral, assédio verbal, oprimida da perda da vaga na federal sobre o problema com aparelho auditivo...",Público
7/9/2020 12:39:14,Feminino,18,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2019,3º período / 2º ano,Integral,Não,Nunca trabalhei na área.,"Emprego futuro, Acredito que o curso é adequado ao meu perfil.","Emprego futuro, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), Gosto do Curso",Razoavelmente,menos que 1 hora,Frequentemente,Não,Baixa,"Conteúdo das disciplinas, Problemas familiares, pessoais ou falta de motivação, Falta de abstração","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação), Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Bastante,Razoavelmente,Não,2,"Não, nenhuma","Falta de estudo, Disciplina muito difícil, Dificuldade para entender as explicações do professor, Provas abstratas, Motivos pessoais",Conteúdo difícil e falta de motivação ,Melhores métodos de ensino ,"Em nada, ótima estrutura","De R$3000,00 a R$5000,00",Transporte público,Não,Sim,Sim,Sim,Parcialmente,Não sei dizer,,Sim,Não,,Público
7/9/2020 12:39:21,Masculino,20,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2018,4º período / 2º ano,Noturno,Sim,Nunca trabalhei na área.,"Gosto de jogos, internet e computador, Emprego futuro, Acredito que o curso é adequado ao meu perfil., Gosto de passar horas na frente de um computador","Experiência profissional, Gosto de jogos, internet e computador, Emprego futuro, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), Interação com os colegas do curso, Interação com os professores do curso, Gosto do Curso, Desafio / Motivação pessoal, O curso é adequado ao meu perfil.",Muito Pouco,menos que 1 hora,Não,Sim,Mediana,"Tempo para estudar, Problemas familiares, pessoais ou falta de motivação, Perceber a aplicabilidade dos conteúdos","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Razoavelmente,Razoavelmente,"Não, eu não tenho horário para procurá-los",2,"Não, nenhuma","Falta de estudo, Disciplina muito difícil, Dificuldade para entender as explicações do professor","Professores exigindo maneiras para chegar na solução do problema, ipedindo alunos de aprenderem de outras maneiras, professores exigindo estudo prévio da matéria etc",Embasamento e disponibilidade online de professores para alunos que moram na região da cidade em que se localiza a faculdade,"Unico problema é distancia de onde resido, tenho que pegar 1h 30min de onibus para chegar até a faculdade","De R$1000,00 a R$3000,00",Ônibus privado,Não,Sim,Sim,Sim,Sim,Muito promissor,"Alguns professores realizam o ensino embasado no mercado de trabalho, com atividades etc, mas, alguns ensinam apenas o conhecimento puro e não explicam como podemos utilizar no mercado.",Sim,Não,,Privado (particular)
7/9/2020 13:54:37,Feminino,29,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2012,9º período / 5º ano,Noturno,Sim,Só consegui trabalho ou estágio com computação após o ingresso no curso.,"Sugestão da família e/ou amigos, Acredito que o curso é adequado ao meu perfil.","Experiência profissional, incentivo da família e/ou amigos, Gosto de jogos, internet e computador, Emprego futuro, Gosto do Curso, Desafio / Motivação pessoal, O curso é gratuito / consegui bolsa, O curso é adequado ao meu perfil.",Bastante,menos que 1 hora,Quase sempre,Sim,Mediana,Tempo para estudar,"Teoria da Computação (análise de algoritmos, lógica, computabilidade, linguagens formais), Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação), Metodologia e Técnicas da Computação (Linguagens de Programação, Engenharia de Software, Banco de Dados), Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Completamente,Bastante,"Não, meus horários livres não coincidem com os horários de atendimento deles.",6,"Sim, todas","Falta de estudo, Disciplina muito difícil, Dificuldade para entender as explicações do professor, Trabalhos difíceis ou extensos, Avaliações incompatíveis com a matéria dada, Falta de frequência às aulas, Não consegui nota suficiente","Dificuldade, provas/trabalhos muito difíceis, falta de tempo para estudar","fazer mais trabalhos/provas, diminuindo a dificuldade",não interfere,"De R$3000,00 a R$5000,00",Carro,Não,Sim,Sim,Não,Sim,Muito promissor,Sim,Sim,Sim,"Sim, discriminação por ser mulher, homens acreditam que mulheres não são boas o suficiente.",Público
7/9/2020 13:56:50,Masculino,24,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2014,6º período / 3º ano,Noturno,Sim,Só consegui trabalho ou estágio com computação após o ingresso no curso.,"Gosto de jogos, internet e computador, Emprego futuro, Realização de cursos técnicos","Experiência profissional, Emprego futuro",Razoavelmente,entre 1 e 2 horas,Às vezes,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,"Tempo para estudar, Problemas familiares, pessoais ou falta de motivação","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Completamente,Pouca,"Sim, algumas vezes",9,A maioria,"Dificuldade para entender as explicações do professor, Provas abstratas, Avaliações incompatíveis com a matéria dada, Motivos pessoais","Provas não condizentes com o conteúdo apresentado. Formação de ""panelinhas"" nas turmas onde o Ego predomina e qualquer dúvida por mais simples que seja é aceita com desdém.","Focar na saúde mental dos estudantes. O conteúdo do curso em si pode ser apreendido em casa sem maiores problemas, o que impacta nas reprovações é o clima que o estudante tem que conviver, o desmotivando diariamente.",Extremamente.,"De R$1000,00 a R$3000,00",Transporte público,Não,Sim,Sim,Sim,Parcialmente,Muito promissor,"Não. Ele ensina você a aprender constantemente, o que ajuda na área profissional.",Sim,Sim,"Descriminação de vários tipos. Por o aluno ser de outra região, por não conseguir aprender como os demais, por não fazer parte do mesmo grupo, descriminação do próprio professor acusando o aluno de machista em frente toda a turma (Raquel), etc.",Público
7/9/2020 14:08:16,Masculino,18,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2019,3º período / 2º ano,Matutino,Não,Nunca trabalhei na área.,"Gosto de jogos, internet e computador","Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc)",Razoavelmente,menos que 1 hora,Quase sempre,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,Fazer matérias que não tenho interesse,"Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Pouco,Pouca,Não,1,"Não, nenhuma","Falta de estudo, Dificuldade para entender as explicações do professor, Provas abstratas, Avaliações incompatíveis com a matéria dada, Não consegui nota suficiente",Falta ou impossibilidade de estudo por parte dos alunos.,Maior engajamento do aluno com a materia,Em nada,"De R$3000,00 a R$5000,00",Transporte público,Não,Sim,Não saberia dizer,Sim,Sim,Não sei dizer,Prepara pouco,Sim,Sim,,Privado (particular)
7/9/2020 14:53:46,Masculino,19,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2019,3º período / 2º ano,Matutino,Não,Nunca trabalhei na área.,"Experiência profissional, Gosto de jogos, internet e computador, Emprego futuro, O curso é gratuito / consegui bolsa, Acredito que o curso é adequado ao meu perfil.","Experiência profissional, incentivo da família e/ou amigos, Gosto de jogos, internet e computador, Emprego futuro, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), Interação com os colegas do curso, Interação com os professores do curso, Gosto do Curso, Desafio / Motivação pessoal, O curso é gratuito / consegui bolsa, O curso é adequado ao meu perfil.",Não,Mais de 3 horas,Quase sempre,Sim,Baixa,"Conteúdo das disciplinas, Problemas familiares, pessoais ou falta de motivação, Perceber a aplicabilidade dos conteúdos, Falta de abstração, Instabilidade emocional, problemas psicológicos.","Teoria da Computação (análise de algoritmos, lógica, computabilidade, linguagens formais), Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Bastante,Razoavelmente,"Sim, algumas vezes",1,"Não, nenhuma","Falta de estudo, Disciplina muito difícil, Dificuldade para entender as explicações do professor, Motivos pessoais, Não consegui nota suficiente","Não sei dizer como um geral, mas no meu caso, é uma grande falta de motivação, uma perda de encanto da vida, com os objetivos que tinha/tenho. Em comparação ao passado sendo um dos melhores alunos, hoje é totalmente o inverso.","Mais atenção professor-aluno para esclarecimento de qualquer dúvida, em qualquer matéria. Desenvolvimento de métodos motivadores para os alunos, para que possar ver o quão grandioso e prazeroso é a área onde se encontram. Tratamentos e atenção a alunos com problemas/instabilidades psicológicas ou TDAH.",Não sei responder.,"De R$1000,00 a R$3000,00",Transporte público,Sim,Sim,Sim,Não,Parcialmente,Promissor,"Sim para a realidade em que foram introduzidos ao curso, mas no término deste, o aluno terá de atualizar seus conhecimentos, pois a tecnologia está em contante evolução acelerada.",Sim,Não,"Sentimento de xenofobia regional, pois não sou de onde se encontra meu Campus.",Público
7/9/2020 16:32:35,Masculino,21,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2018,7º período / 4º ano,Integral,Não,Nunca trabalhei na área.,"Experiência profissional, Gosto de jogos, internet e computador, Emprego futuro, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa, Acredito que o curso é adequado ao meu perfil.","Experiência profissional, Gosto de jogos, internet e computador, Emprego futuro, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), Interação com os colegas do curso, Interação com os professores do curso, Gosto do Curso, Desafio / Motivação pessoal, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa, O curso é adequado ao meu perfil.",Razoavelmente,menos que 1 hora,Quase sempre,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,"Conteúdo das disciplinas, Metodologias utilizadas pelos professores","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação), Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Bastante,Pouca,Não,5,A maioria,"Falta de estudo, Disciplina muito difícil, Dificuldade para entender as explicações do professor, Avaliações incompatíveis com a matéria dada, Não consegui nota suficiente","*Falta de dedicação por parte de algumas pessoas. Muitas se iludem com a facilidade de um conteúdo aparente e deixam de estudar fora de horário de aula. Outras já não tem tanto interesse no curso e se mantém por algum motivo pessoal.
*Muitos alunos precisam se comprometer com trabalho ou outras atividades extraordinárias e precisam abandonar matérias.",O primeiro tópico poderia ser reduzido pela melhora da apresentação da matéria do professor.,Acredito que de nenhuma forma.,"De R$1000,00 a R$3000,00",Transporte público,Sim,Sim,Sim,Sim,Sim,Muito promissor,Rasoavelmente,Não,Não,"Nunca vi nenhuma discriminação ou preconceito direto de uma pessoa contra a outra, mas eventualmente se deparamos com comentários preconceituosos ou negativos sobre alguma pessoa.",Público
7/9/2020 16:40:55,Masculino,22,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2016,9º período / 5º ano,Matutino,Sim,Só consegui trabalho ou estágio com computação após o ingresso no curso.,"Gosto de jogos, internet e computador, Emprego futuro, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa, Experiência com código na pré-adolescência.","Experiência profissional, incentivo da família e/ou amigos, Gosto de jogos, internet e computador, Emprego futuro, Interação com os colegas do curso, Gosto do Curso, Desafio / Motivação pessoal, Gosto de ver minhas criações sendo utilizadas por outras pessoas.",Razoavelmente,nenhuma,Às vezes,Não,Mediana,"Conteúdo das disciplinas, Metodologias utilizadas pelos professores, Muitas matérias de humanas.","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação), Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Bastante,Não,Não,3,A maioria,"Falta de estudo, Disciplina muito difícil, Dificuldade para entender as explicações do professor","A maior parte é culpa dos próprios alunos, eu compreendo isso e inclusive me incluo nessa resposta. Muitas vezes os alunos vão reclamar bastante, mas na maioria dos casos a culpa é deles. NO ENTANTO, acredito que existem matérias que nem sei porquê estão na grade do curso. Além disso, percebo que alguns professores dificultam demais a disciplina em certos pontos, mas isso é somente uma minoria quase imperceptível.","Primeiramente rever a grade do curso, principalmente na parte de humanas e matemática. Existem muitos pontos pra eu descrever aqui, mas são pontos pequenos, que quando somados contribuem na reprovação do aluno. Um exemplo? Professores que só fazem prova de recuperação substitutiva. Não consigo ver sentido nisso a não ser ferrar o aluno. O método de recuperação utilizando prova devia sempre ser substitutiva somente se atingir uma nota maior que a anterior. Assim o aluno se esforça e não tem medo de ir fazer a prova pra atingir uma nota melhor. Por exemplo se tirei 5.5, não vou ir refazer a prova, pois se por um acaso eu tirar nota menor, vai me prejudicar muito. Enfim, isso foi só um pequeno exemplo que pensei agora, mas são essas pequenas coisas que vão complicando a vida do aluno. Tem muito mais outros exemplos como aulas massantes só com slides, provas absurdas de páginas e páginas, enfim...",Não interfere.,"De R$3000,00 a R$5000,00",Carro,Não,Sim,Sim,Sim,Sim,Muito promissor,"Não. Os únicos professores que conseguiram passar uma ideia de mercado de trabalho foram o Fernando e a Raquel. O resto dos professores só focam na área acadêmica, infelizmente.",Não,Sim,Não,Privado (particular)
7/9/2020 16:50:02,Feminino,21,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2017,6º período / 3º ano,Noturno,Não,Nunca trabalhei na área.,"Gosto de jogos, internet e computador","Experiência profissional, Emprego futuro, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), Gosto do Curso, O curso é gratuito / consegui bolsa",Completamente,entre 2 e 3 horas,Às vezes,Sim,A máxima possível,"Conteúdo das disciplinas, Falta de contato entre professor e aluno para sanar dúvidas, Metodologias utilizadas pelos professores","Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Bastante,Bastante,"Não, meus horários livres não coincidem com os horários de atendimento deles.",5,Algumas,"Disciplina muito difícil, Dificuldade para entender as explicações do professor, Trabalhos difíceis ou extensos, Provas abstratas, Avaliações incompatíveis com a matéria dada, Motivos pessoais, Não consegui nota suficiente","É um curso difícil e por isso exige muita prática e dedicação, e pra isso precisa tempo, coisa que a maioria dos acadêmicos (que eu conheço) não tem.",Professores poderiam dar mais tempo em aula para atividades práticas. ,Os laboratórios de informática fornecidos pela instituição é excelente e isso permite um maior desempenho dos estudantes,"De R$5000,00 a R$7000,00",ônibus fretado,Não,Sim,Sim,Sim,Parcialmente,Muito promissor,Não. O curso prepara muito mais os alunos para a carreira acadêmica,Sim,Sim,sim. racismo e machismo,Público
7/9/2020 17:15:25,Masculino,21,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2018,5º período / 3º ano,Matutino,Não,Nunca trabalhei na área.,"Gosto de jogos, internet e computador, Emprego futuro, Realização de cursos técnicos, Acredito que o curso é adequado ao meu perfil.","Experiência profissional, incentivo da família e/ou amigos, Gosto de jogos, internet e computador, Emprego futuro, Interação com os colegas do curso, Interação com os professores do curso, Gosto do Curso, Desafio / Motivação pessoal",Não,menos que 1 hora,Sempre,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,"Conteúdo das disciplinas, Tempo para estudar, Problemas familiares, pessoais ou falta de motivação, Perceber a aplicabilidade dos conteúdos","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação), Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Bastante,Bastante,"Sim, algumas vezes",3,"Não, nenhuma","Disciplina muito difícil, Dificuldade para entender as explicações do professor, Trabalhos difíceis ou extensos, Motivos pessoais, Não consegui nota suficiente",Acredito que seja porque o conteúdo é muito complexo.,Não sei.,Não interfere de forma alguma.,"De R$5000,00 a R$7000,00",Carro,Não,Sim,Não,Não,Sim,Muito promissor,"Sim, com certeza.",Não,Sim,Não.,Público
7/9/2020 17:35:59,Feminino,19,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2019,3º período / 2º ano,Matutino,Não,Nunca trabalhei na área.,"Gosto de jogos, internet e computador, O curso é na cidade em que moro, Acredito que o curso é adequado ao meu perfil.","Gosto de jogos, internet e computador, Gosto do Curso, Desafio / Motivação pessoal, O curso é na cidade em que moro, O curso é adequado ao meu perfil.",Razoavelmente,entre 1 e 2 horas,Às vezes,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,"Conteúdo das disciplinas, Perceber a aplicabilidade dos conteúdos","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação), Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Bastante,Razoavelmente,Não,3,"Não, nenhuma","Falta de estudo, Disciplina muito difícil, Dificuldade para entender as explicações do professor, Não consegui nota suficiente",Dificuldade das disciplinas,Mudança nos conteúdos,Não,"De R$3000,00 a R$5000,00",Transporte público,Não,Sim,Sim,Sim,Sim,Promissor,Sim,Não,Sim,,Privado (particular)
7/9/2020 17:59:49,Masculino,20,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2017,7º período / 4º ano,Integral,Sim,Nunca trabalhei na área.,"O curso é na cidade em que moro, Acredito que o curso é adequado ao meu perfil.",Não sei o motivo,Bastante,menos que 1 hora,Às vezes,Estudo pelos slides e pelas anotações das aulas que assisto.,Baixa,"Conteúdo das disciplinas, Falta de contato entre professor e aluno para sanar dúvidas, Metodologias utilizadas pelos professores, Problemas familiares, pessoais ou falta de motivação, Falta de abstração","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação), Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Bastante,Pouca,"Sim, algumas vezes",8,Algumas,"Falta de estudo, Dificuldade para entender as explicações do professor, Provas abstratas, Avaliações incompatíveis com a matéria dada, Não consegui nota suficiente",Metodologia dos professores,Rever os métodos de ensino,"Somente a distância interfere um pouco, a universidade fica muito distante da minha casa.","De R$1000,00 a R$3000,00",Transporte público,Não,Sim,Sim,Sim,Não,Não sei dizer,Parcialmente,Sim,Sim,"Dentro de sala professores menosprezando os alunos, achando que o problema está nos estudantes se a média da turma ficou 0,4 em alguma prova. Quando na verdade o problema está na metodologia aplicada",Público
7/9/2020 19:38:35,Masculino,21,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2016,7º período / 4º ano,Matutino,Sim,Só consegui trabalho ou estágio com computação após o ingresso no curso.,"Gosto de jogos, internet e computador, Acredito que o curso é adequado ao meu perfil.","Experiência profissional, Gosto de jogos, internet e computador, Emprego futuro, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), Desafio / Motivação pessoal, O curso é adequado ao meu perfil.",Completamente,entre 2 e 3 horas,Frequentemente,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,"Conteúdo das disciplinas, Metodologias utilizadas pelos professores, Problemas familiares, pessoais ou falta de motivação, Perceber a aplicabilidade dos conteúdos, Falta de abstração","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação), Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Bastante,Pouca,"Sim, algumas vezes",2,"Sim, todas","Dificuldade para entender as explicações do professor, Trabalhos difíceis ou extensos, Provas abstratas, Avaliações incompatíveis com a matéria dada, Não consegui nota suficiente","No meu caso, professores com metodologias antigas e/ou falta de didática e empatia com alunos","Melhor relacionamento entre professores e alunos, tendo empatia de ambos os lados. Novas metodologias de avaliação e forma de passar o conteúdo. Melhor didática do professor, não basta ter mestrado, doutorado ou outras formações, é necessário saber passar parte desse conteúdo, que seja importante e entender que o aluno não pode gravar, mas aprender a entender e aplicar, ser autodidata, o mundo da computação é ser autodidata.  ",Constantes reformas com direito a muito barulho e salas de aula de frente para o sol em uma tarde quente de verão sem ar-condicionado.,"De R$1000,00 a R$3000,00",Transporte público,Sim,Sim,Sim,Sim,Parcialmente,Promissor,"Não totalmente, há muitas falhas, como se prender muito a sala de aula, ou a formas de avaliações que não te preparam. Avaliações ou conteúdos não pensados no mercado de trabalho. ",Sim,Sim,,Público
7/9/2020 19:52:27,Feminino,20,Ciência da Computação - Unioeste,2018,3º período / 2º ano,Integral,Não,Nunca trabalhei na área.,"Sugestão da família e/ou amigos, Gosto de jogos, internet e computador, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa","incentivo da família e/ou amigos, Gosto de jogos, internet e computador, Emprego futuro, Interação com os colegas do curso, Gosto do Curso, Desafio / Motivação pessoal, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa",Completamente,Mais de 3 horas,Quase sempre,Sim,Mediana,"Conteúdo das disciplinas, Metodologias utilizadas pelos professores, Problemas familiares, pessoais ou falta de motivação",Nenhuma,Bastante,Razoavelmente,"Sim, algumas vezes",2,"Sim, todas","Dificuldade para entender as explicações do professor, Provas abstratas, Motivos pessoais, Não consegui nota suficiente","Ingressar na faculdade sem saber estudar realmente, motivos pessoais (ansiedade, depressão, falta de motivação) e a falta de compreensão sobre coisas abstratas (o que é a base do curso).","Dar mais atenção a analogias e exemplos durantes as aulas, além de explicações visuais para diminuir a abstração de códigos e lógicas usadas. Mais lista de exercícios e atividades ajudariam muito a reforçar conteúdos, pois muitas vezes os livros indicados não começam no conteúdo básico.","Apenas em situações particulares (salas específicas). Exemplo: Obras na instituição durante períodos de provas e aparelhos (projetor, ar condicionado) em mal funcionamento.","De R$1000,00 a R$3000,00",Bicicleta,Não,Sim,Não saberia dizer,Sim,Parcialmente,Pouco promissor,"Parcialmente. Eu acredito que eles oferecem uma ótima base, mas isso depende muito de que área seguir ou se existe um estudo além das coisas ensinadas na faculdade, para garantir alguma experiência. Tudo gira em torno da experiência.",Sim,Sim,Nunca sofri nenhum tipo de discriminação.,Público
7/9/2020 20:01:21,Masculino,48,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2018,3º período / 2º ano,Noturno,Sim,Nunca trabalhei na área.,Acredito que o curso é adequado ao meu perfil.,"Gosto do Curso, Desafio / Motivação pessoal",Não,entre 2 e 3 horas,Não,Sim,Mediana,Tempo para estudar,"Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Razoavelmente,Razoavelmente,"Sim, algumas vezes",4,"Sim, todas",Falta de estudo,falta de dedicaçao,trabalhos com consulta mas obrigatorios eles podem dar uma base melhor embora seu peso na nota final nao deva ser muito considerado,sim,"Até R$1000,00",Transporte público,Não,Sim,Sim,Sim,Sim,Muito promissor,se vc se dedicar correr atraz aproveitar o que a universidade tem sim,Sim,Sim,nao,Público
